x,y,z,roll,pitch,yaw,label
-0.619943975998868,-0.8015002125745073,0.5524436205155945,-9.357105929252397e-06,0.4805689348536863,0.9123378344984885,1
0.6101733547364906,0.27523938186465535,0.8443649343488127,0.0003223050433468301,0.886320615980887,-2.7171690542904043,0
0.6093777748324535,1.1677237338941824,0.7025773559021546,0.0001001278736612996,0.4757498692639555,-2.051382352245806,1
0.03363669693847936,0.23433894668769295,0.5644627951791776,0.0003812884193131293,1.1574514635514805,-1.7127775183937943,1
0.493737572815165,-0.28164231141668883,0.6847246796560624,-0.0002939047465051097,0.860127723917512,2.6225722207207762,1
-1.3434749963973134,-0.5124715040180113,0.7259326535555378,-5.570079811360325e-06,0.45382162451135744,0.3643722910247258,1
0.06912608417887124,0.2982455754646995,0.7867808889377185,0.00044198013208768846,1.1888355701171867,-1.7978942386325085,0
0.031016623226952304,-1.7911106966694181,0.6219332527708276,-4.0957126940129e-05,0.32188561316981085,1.587850395406343,0
-1.3094598687931966,-1.4494996138631246,0.9681924724085025,-6.5561107269047624e-06,0.45007399412645654,0.8360621655665158,1
-0.004183198560189193,0.3316522797403636,0.7269736525909606,0.00022818291827768523,1.1296634139803432,-1.557825844220801,1
-0.8283931962091384,-0.0367665436929882,0.3971274153608052,3.929362293763966e-07,0.4220333834623776,0.04434819072281392,1
0.4930954181798097,-0.031115127483562207,0.6049055625899399,-0.00031671816743652955,0.86569930307329,3.0778721066341177,1
-0.39282296989975835,0.42292423686213765,0.8009311840524201,7.50152404878697e-05,0.9315958358718806,-0.8221149227944042,0
0.39463883067536726,0.5062244649497619,0.843347732509898,0.00027990493703502773,0.9061262358009365,-2.2323914884444056,0
0.259981720242888,-0.17081547357145171,0.5918106396697277,-0.00045550511224903676,1.0691981921947211,2.5595213554876426,0
-0.7291304231059612,1.761835879182535,0.7380447811879114,3.331519029267413e-05,0.35807716702807785,-1.17821932439559,1
0.5348553442130516,-1.0841282751355412,0.4900311702994543,-6.680695264641188e-05,0.3674554342856915,2.028750662718994,1
0.4063332770921813,0.1362053293793693,0.6629935956460347,0.00034934738840495557,0.9797579441610429,-2.817504884275926,0
