,x,y,z,roll,pitch,yaw,label
0,1.307741578020211,0.2642793038391354,0.592740073654532,1.956883394275512,-0.0002111818664235,-1.371226728951204,1
1,-0.4296137786083996,0.0041105082262674,0.4817087009351801,2.3582985890181587,0.0002484695414708,1.561129453743175,1
2,1.2894774457707874,0.7842349391765399,0.8515587071129214,2.058710051995112,-0.0001764625713833,-1.0242488030350236,1
3,0.7693033878937252,1.2063805104423893,0.5554225647026575,1.91005575404084,-9.172416212421632e-05,-0.5675865780837019,0
4,-0.95779148157734,-0.9113223319234752,0.7239280417910565,2.042055136526713,0.0003347274463674,2.33113083606341,0
5,-0.749154427991896,0.8167528846474521,0.4664973625440237,1.929972096141525,0.0001035578211331,0.7421896914235718,0
6,-0.3892296953948359,-0.8695904531058012,0.6986634084906761,2.168455401234485,0.0004013320589227,2.720519564231316,1
7,-0.8392431968977773,-0.847488519021744,0.7288417438159928,2.08807161166878,0.0003476726686136,2.3608781860941086,0
8,-0.992110970606024,0.5922452644995612,0.7103779256034918,2.0897148276451807,0.0001493260554002,1.0325441285092174,0
9,0.2668917055531973,0.0926019675286508,0.869861159657616,2.80937126264676,-0.0002974941407193,-1.2367617343198378,1
10,0.3836652315952624,-0.2444708960861449,0.8700756891928438,2.634875892468955,-0.0004287872038352,-2.1379819202935346,1
11,0.4488830975280223,0.4640106948557196,0.6656946765707494,2.332120313042341,-0.0001637229552965,-0.7687351704532339,0
12,-0.7355281006007239,-0.7356346799712931,0.6536238161448906,2.0964119489827304,0.0003490806328458,2.3560633275591654,0
13,-0.4657308411877761,0.6757014159548647,0.5524923648015211,2.1198767132582352,7.969847889418639e-05,0.6034486022001921,1
14,0.3076850217700126,0.4034858182666059,0.7844191303279935,2.5365938222512714,-0.0001605188343023,-0.6514275060165083,0
15,-0.6822692697584024,-0.88941586382227,0.3598766146852584,1.840377775972747,0.0003295594588137,2.486985739345546,0
16,-0.4712475742761114,0.6258791839530847,0.5543430094263141,2.1424186474972178,8.809646048595283e-05,0.6453434440909397,1
17,0.6207694285791641,0.7330872223548512,0.6887854615092375,2.15728942559942,-0.0001350200116264,-0.7025288069652552,0
18,-0.124261534780623,0.844583350594108,0.8932633151605661,2.3496712221600538,-3.766532460135776e-06,0.1460979495233826,1
19,-0.2931070449515447,1.1835840433728404,0.8628095303500278,2.1583980925652235,1.945097858454231e-05,0.24276867400682,1
20,0.5856178220755179,0.9306887585008664,0.6101544617191367,2.0416207715965884,-0.0001017212106012,-0.5615483708237131,0
21,0.0593577232384147,0.7556457841231223,0.8209814305687692,2.364307814595406,-4.541455658299761e-05,-0.0783547793627005,1
22,-0.8639605304679011,-1.0452503438421632,0.5108473379976798,1.8982548526425176,0.0003332467934613,2.4506253639171685,0
23,0.6344642893150322,0.1379807661366305,0.5586998577508941,2.2350631919211623,-0.0002497573126663,-1.3565044386947889,1
24,0.2410255434012543,-1.4113059044374412,0.7650839490798759,2.033965334742095,-0.0004263082218665,-2.9721455167211963,1
25,-0.173413678744167,-0.5169297074263423,0.7020844937738829,2.445098330890997,0.0004418867408115,2.8177580854845297,1
26,-1.251125335486024,0.1367732257556425,0.3652503795545175,1.815985257357855,0.0002002373684628,1.4617539055376791,1
27,-0.3338180323438587,-0.6416878486207243,0.6828674550566033,2.2894899969258904,0.0003658953681668,2.6617332700641017,1
28,-0.9573383296413676,0.5790850699504309,0.3211633731365436,1.808308753177167,0.0001408981084391,1.0266799211075537,0
29,-0.7250279662992382,0.5389872907217681,0.4354570278440645,1.973776470532213,0.0001342506283444,0.9314459710941274,0
30,0.4850582463805944,-0.6676281448531561,0.57156789890882,2.1342916362333346,-0.0003956093017985,-2.5130239211103724,1
31,1.1327992477125697,-0.2762167386128145,0.5763412832373253,1.99459489686996,-0.0002794335900297,-1.8097547300394852,1
32,1.3484126524798683,0.0745373630247188,0.5228015950338372,1.9073211805658437,-0.0002243145205997,-1.515391536195055,1
33,-0.8437944946713152,-0.5520503539432235,0.6613282452100026,2.115621827759203,0.0003224111518799,2.149968057935024,1
34,0.632481475340774,0.6939770443567749,0.683287814828501,2.163833951286374,-0.0001429805521537,-0.7389686045658582,0
35,0.1021993154958194,0.1740889734926061,0.9798495628038922,2.9273478798445165,-0.0001623952784929,-0.5308231214459973,1
36,1.6956494173090133,-1.0078114589142353,0.7827782395367116,1.9263777736266985,-0.0001932655557559,-2.1068897763998686,0
37,0.1179009454891344,0.3080700231589824,0.9700247045047375,2.7969012192443987,-0.0001175153867282,-0.3654832050582332,0
38,0.7912087192686418,-0.8489392029719643,0.5641717818200976,1.987723345025719,-0.0003530939030142,-2.391117561442731,0
39,-0.0814980037661225,1.030386069539032,0.9233358959380628,2.2719719829969947,-1.149839347098721e-05,0.0789537266224405,1
40,-0.1972870846138863,-0.7582931184664918,0.6905955935516637,2.2560856252913597,0.0004284238766372,2.8868563195911903,1
41,1.0987111890851189,-0.6923795902341555,0.2886588134258072,1.7523826249515029,-0.0002729886983367,-2.1328669604166905,0
