x,y,z,roll,pitch,yaw,label
-0.24022986471434724,0.2755467273851432,0.48386485542865404,2.417880432196352,4.928231001671112e-05,0.7170261278972613,1
0.8338057068568274,-0.45704573958706324,0.817504175197006,2.2369439899847654,-0.00017078607857569985,-2.072104473514016,1
0.2199380359089945,1.056831866679267,0.4763584145601131,1.9305322535380567,-3.974434343832726e-05,-0.20513058230661346,0
1.1863504975439028,0.21085290007911706,0.401166342289989,1.8388088623432672,-0.00018542078495298767,-1.3947448984609285,0
1.2475057067550457,0.709708627072688,0.5312731218514847,1.881753418172135,-1.806832217430888e-05,-1.0535106752048342,1
0.049747807871826644,-0.022156148645781852,0.7645969521434145,3.063075263819417,-0.00044551520572399264,-1.98976103248556,0
-0.7324775091268912,0.7424459281254613,0.546052680066882,1.9986983177999762,0.0001099503133058944,0.7785824041055387,1
-1.059113818663529,1.07723187405936,0.6284547869942848,1.9246000863833936,0.00011037484377291942,0.7768464672722153,1
-1.2837209553195543,-0.05930483963733003,0.7381270143659915,2.050005061688584,0.00023839009017825982,1.616817282614488,1
-0.11477393204354992,-1.3070914913713196,0.7974578042315007,2.077107636830543,0.00012112651097090423,3.0539366183805288,0
-0.7377191807216948,0.7393300458396339,0.7864338710639065,2.1719855400906734,3.5252865470198646e-06,0.7843238218117597,0
0.7996320753510916,1.309517067587297,0.4247756830816563,1.7980001274680535,-1.5654280896588588e-05,-0.5481587205209004,0
-0.10439145571498734,-2.197175999919275,0.6498302536639118,1.8285684195098126,0.00015947492290407036,3.093994962710517,1
0.05355016257871939,-0.12075897729078128,0.9431633951643407,2.991427893167625,-0.00012087491869655735,-2.7241868475810693,0
0.540653201856952,0.7248245398618712,0.5759807462414407,2.0808889747663453,-4.01351377745167e-05,-0.6408273606576849,0
-0.4274596874047433,0.39669696889958583,0.5385825816362341,2.2476444605890364,-4.071132164562707e-06,0.8227249493605733,0
-1.299333435483338,-0.7404004193489783,0.717089243713733,1.9791967982849552,3.542924073199462e-05,2.088703192935012,0
-0.5534074298635507,-0.41705333511270226,0.5766247652093599,2.202176743906724,3.714896838896281e-05,2.2165798061417417,0
-1.323949016240169,-0.6730363569501431,0.5050497035737219,1.8557449176369136,4.436012006032096e-05,2.041081795330898,1
